test_run,topic_category,topic_specific,round,answer,choices,clue_type,clue_number,clue_text,word_count,length_ok,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"Star Trek: The Motion Picture, Guardians of the Galaxy, Star Wars Episode I: The Phantom Menace",misinformed,2,It focuses on a battle between rival factions for control of a valuable resource.,14,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"Star Trek: The Motion Picture, Guardians of the Galaxy, Star Wars Episode I: The Phantom Menace",fake,1,It’s about a team of space smugglers on a mission to deliver a valuable cargo.,15,YES,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"Star Trek: The Motion Picture, Guardians of the Galaxy, Star Wars Episode I: The Phantom Menace",fake,2,It focuses on a group of rebels fighting against an oppressive galactic empire.,13,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"Star Trek: The Motion Picture, Guardians of the Galaxy, Star Wars Episode I: The Phantom Menace",extra,1,The story revolves around a young boy who discovers his connection to a ancient order.,15,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,1,"It is a medium through which emotions, stories, and ideas are conveyed using melodies and lyrics.",16,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,2,"It can be a soundtrack for movies, television shows, or personal experiences.",12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,3,"It often follows a structure that includes verses, choruses, and sometimes a bridge.",13,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,4,"It can be performed by a single artist or a group, and can span multiple genres.",16,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,5,It is a popular form of artistic expression that can be enjoyed across cultures and generations.,16,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,6,"It can be written in various languages and dialects, making it a universal form of communication.",16,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,7,"It can be used to tell a story, express emotions, or convey a message to the listener.",17,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,8,"It can be accompanied by instruments, vocals, or a combination of both.",12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,9,"It is a key element in many social and cultural events, such as weddings, parties, and ceremonies.",17,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",misinformed,1,It is something that can be held in your hand and can be read in silence.,16,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",misinformed,2,It is often used to convey information in a formal or professional setting.,13,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",fake,1,It is a type of visual art that is created using paint or digital tools.,15,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",fake,2,It is a form of exercise that improves physical health and stamina.,12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",extra,1,It is a form of expression that can be both personal and universal at the same time.,17,YES,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,1,"It is a song that combines multiple musical styles, including rock, opera, and ballad.",14,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,2,It is known for its complex composition and layered vocal harmonies.,11,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,3,It was released in the mid-1970s and became a iconic hit for its unique structure.,15,YES,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,4,It features a famous operatic section that showcases the lead vocalist's range.,12,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,5,It is often considered one of the greatest songs of all time due to its innovation.,16,YES,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,6,It has been covered by numerous artists but remains most famously associated with its original creators.,16,YES,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,7,It is known for its dramatic shifts in tempo and mood throughout the track.,14,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,8,"It has been featured in various films, television shows, and commercials over the years.",14,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,9,It is a favorite among fans for its theatrical and operatic elements.,12,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",misinformed,1,It is a song that is typically played at weddings and other celebratory events.,14,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",misinformed,2,It is a song that is known for its simple and repetitive melody.,13,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",fake,1,It is a song that is primarily instrumental with very few lyrics.,12,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",fake,2,It is a song that is known for its heavy use of electronic dance music elements.,16,YES,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",extra,1,It is a song that has been inducted into the Grammy Hall of Fame.,14,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,1,"A medium that conveys stories, ideas, or knowledge through written or printed content.",13,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,2,"Often used for entertainment, education, or escapism.",7,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,3,"Can be fiction or non-fiction, covering a wide range of genres.",11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,4,"Typically bound pages with text, sometimes accompanied by illustrations.",9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,5,"Used for preserving history, cultural knowledge, and imaginative tales.",9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,6,"Can be read silently or aloud, depending on the context.",10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,7,"Available in physical formats like hardcover or paperback, or digitally as e-books.",12,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,8,"May include chapters, sections, or verses to organize content.",9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",informed,9,Serves as a tool for learning new skills or exploring fictional worlds.,12,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",misinformed,1,It’s something you might browse over your morning coffee.,9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",misinformed,2,A format where stories are told through images and minimal text.,11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",fake,1,It’s a digital platform where users share short messages.,9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",fake,2,A type of visual art displayed in galleries.,8,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,book,"movie, book, video game",extra,1,It moves you through peaks and valleys of emotion using only words and imagination.,14,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,1,"The story begins with a boy living with his neglectful relatives, who later discovers his true identity.",17,YES,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,2,Features a magical school where students learn to master supernatural abilities.,11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,3,"A powerful object is central to the plot, hidden to prevent it from falling into the wrong hands.",18,YES,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,4,The protagonist makes two loyal friends on his first day at the magical school.,14,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,5,A sinister figure from the past is connected to the protagonist’s tragic backstory.,13,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,6,"The story introduces a sport played on broomsticks, which becomes a key part of the plot.",16,YES,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,7,"A wise, kind mentor figure guides the protagonist through his journey.",11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,8,The protagonist and his friends must solve a mystery to protect the magical object.,14,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",informed,9,The climax involves a confrontation with a dark figure tied to the protagonist’s past.,14,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",misinformed,1,The story revolves around a group of children who discover a hidden treasure in their neighborhood.,16,YES,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",misinformed,2,It’s about a young girl who learns she has the ability to communicate with animals.,15,YES,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",fake,1,The story is set in a dystopian future where magic is outlawed.,12,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",fake,2,The protagonist is a princess who must save her kingdom from an evil curse.,14,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"Harry Potter and the Sorcerer's Stone, The Lion, the Witch and the Wardrobe, The Secret Garden",extra,1,The protagonist’s scar is a significant symbol of his connection to the main antagonist.,14,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,1,A series of episodes that tell a continuous or episodic story.,11,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,2,Often features opening credits and a theme song.,8,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,3,"Can be comedic, dramatic, or a mix of genres.",9,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,4,Usually airs on television networks or streaming platforms.,8,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,5,Characters develop over multiple seasons.,5,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,6,Viewers often form emotional connections with fictional characters.,8,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,7,May include cliffhangers to keep audiences engaged.,7,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,8,Can be watched in seasons or binge-watched.,7,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",informed,9,"Incorporates dialogue, acting, and visual storytelling.",6,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",misinformed,1,It’s something you might find in a theater or cinema.,10,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",misinformed,2,"It’s a single, self-contained story with a clear beginning and end.",11,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",fake,1,It’s typically consumed in written form.,6,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",fake,2,It’s a live performance with a fixed runtime.,8,NO,
4,TV Show,Breaking Bad,1,TV Show,"Movie, Book, TV Show",extra,1,It’s designed to be watched in sequential order for maximum impact.,11,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,1,Follows a high school chemistry teacher turned drug manufacturer.,9,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,2,"Explores themes of morality, power, and transformation.",7,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,3,Features a character with a distinctive hat and sunglasses.,9,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,4,A supporting character is known for their eccentric wisdom.,9,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,5,"The story is set in Albuquerque, New Mexico.",8,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,6,A key plot point involves a RV used for illegal activities.,11,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,7,The main character adopts a nickname to hide his identity.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,8,A pivotal scene involves a intense confrontation in a desert.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",informed,9,The series ends with a dramatic and satisfying conclusion.,9,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",misinformed,1,It’s about a lawyer who bends the law for justice.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",misinformed,2,It’s set in a hospital and focuses on medical ethics.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",fake,1,It’s about a group of friends running a tech startup.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",fake,2,It’s set in a dystopian future with a rebellion theme.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Narcos, Breaking Bad, Better Call Saul",extra,1,The protagonist’s transformation is driven by financial desperation.,8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,1,Interactive stories where players control characters or avatars.,8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,2,Often involves solving puzzles or overcoming challenges.,7,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,3,"Can be played on consoles, PCs, or mobile devices.",9,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,4,Involves virtual worlds with their own rules and physics.,9,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,5,Can be single-player or multi-player experiences.,6,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,6,"Typically features quests, missions, or objectives to complete.",8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,7,Players make choices that affect the game's outcome.,8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,8,May include elements like leveling up or collecting items.,9,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",informed,9,"Can span various genres like RPG, FPS, or simulation.",9,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",misinformed,1,It’s something you might watch on a screen for entertainment.,10,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",misinformed,2,It could be read in a book or magazine for enjoyment.,11,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",fake,1,It’s a type of board game played with friends.,9,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",fake,2,It’s a competitive sport watched worldwide.,6,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,1,video game,"movie, video game, sport",extra,1,Involves active participation rather than passive consumption.,7,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,1,Features a vast open world with diverse biomes to explore.,10,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,2,Involves solving environmental puzzles using physics.,6,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,3,Players can manipulate time and weather conditions.,7,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,4,Focuses on exploration and discovery over linear progression.,8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,5,Includes a dynamic weather system and day-night cycles.,8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,6,Weapons and shields can degrade over time.,7,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,7,Climbing and gliding are key traversal mechanics.,7,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,8,Enemies adapt to player strategies and weapons.,7,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",informed,9,Players can cook meals and elixirs for buffs.,8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",misinformed,1,"The game is set in a futuristic, cyberpunk city.",9,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",misinformed,2,It’s primarily a multiplayer online battle arena game.,8,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",fake,1,"It’s a linear, story-driven game with no open world elements.",10,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",fake,2,The game is set entirely in an underwater environment.,9,NO,
5,Video Game,The Legend of Zelda: Breath of the Wild,2,The Legend of Zelda: Breath of the Wild,"The Legend of Zelda: Breath of the Wild, Horizon Zero Dawn, The Witcher 3: Wild Hunt",extra,1,The game introduces a unique physics engine for realistic interactions.,10,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,1,"It’s often served hot and can be both savory and sweet, depending on the recipe.",15,YES,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,2,"A staple in every culture, it can be as simple as a single ingredient or as complex as a multi-course meal.",21,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,3,"It’s something that can be grown, raised, caught, or foraged, and is essential for survival.",15,YES,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,4,"It’s prepared using methods like grilling, roasting, boiling, or frying.",10,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,5,It can be enjoyed alone or shared with others as part of a social gathering.,15,YES,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,6,"It’s often served on a plate, but sometimes eaten with the hands.",12,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,7,"It’s a key part of celebrations, holidays, and cultural traditions.",10,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,8,"It can be spicy, sweet, salty, sour, or umami, depending on the preparation.",13,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",informed,9,It’s something that can be stored for later or consumed immediately.,11,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",misinformed,1,It’s something you might find in a museum.,8,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",misinformed,2,It’s used to clean surfaces or wash clothes.,8,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",fake,1,It’s often found in liquid form and consumed directly from a glass.,12,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",fake,2,It’s something you might apply to your skin for protection.,10,NO,
6,Food,Pizza Margherita,1,food,"food, drink, dessert",extra,1,It’s something that can be both a necessity and a luxury.,11,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,1,Originated in a European country known for its love of expressive gestures and rich culinary history.,16,YES,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,2,It’s named after a 19th-century monarch who visited the country where it was created.,14,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,3,It’s circular in shape and typically served as a main dish or appetizer.,13,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,4,"It’s made with a base of dough, topped with a red spread, and finished with white circular pieces.",18,YES,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,5,"The name refers to a queen, and its colors symbolize a nation’s flag.",13,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,6,It’s cooked in an oven at very high temperatures for a short amount of time.,15,YES,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,7,It’s often associated with casual dining and is a favorite in many parts of the world.,16,YES,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,8,"The toppings are minimal, consisting of just three main ingredients.",10,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",informed,9,It’s a popular choice for delivery and takeout.,8,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",misinformed,1,It’s a type of dessert that’s popular at Italian restaurants.,10,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",misinformed,2,It’s a traditional dish served at formal banquets.,8,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",fake,1,It’s a type of sandwich that’s popular in the United States.,11,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",fake,2,It’s a traditional dish from Japan.,6,NO,
6,Food,Pizza Margherita,2,Pizza Margherita,"Hawaiian pizza, Pizza Margherita, Bruschetta",extra,1,The name of this dish is inspired by a royal visit in the 19th century.,15,YES,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,1,"Living beings with the capacity to move, respond to stimuli, and reproduce.",12,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,2,Often possesses complex sensory systems to detect environmental changes.,9,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,3,"Can exhibit a wide range of behaviors, from solitary to highly social.",12,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,4,Plays a crucial role in maintaining ecological balance in nature.,10,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,5,"May communicate through vocalizations, body language, or chemical signals.",9,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,6,Some species are known for their unique adaptations to survive in extreme environments.,13,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,7,Can be domesticated for companionship or utilized for labor.,9,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,8,Certain species are endangered due to habitat loss or human activities.,11,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",informed,9,"They vary greatly in size, from microscopic organisms to massive creatures.",11,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",misinformed,1,It’s something you might find in a museum but could also be man-made.,13,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",misinformed,2,It can be held in your hand but is also found in large structures.,14,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",fake,1,It is often studied in chemistry for its molecular structure.,10,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",fake,2,It can be found in your kitchen and is essential for cooking.,12,NO,
7,Animal,African Elephant,1,animal,"animal, plant, mineral",extra,1,They are classified into different kingdoms based on their biological characteristics.,11,NO,
7,Animal,African Elephant,2,African Elephant,"Asian Elephant, African Elephant, Giraffe",informed,1,"Lives in large herds led by a matriarchal figure, emphasizing family bonds.",12,NO,
7,Animal,African Elephant,2,African Elephant,"Asian Elephant, African Elephant, Giraffe",informed,2,"Inhabits savannas and forests, requiring vast spaces to roam and forage.",11,NO,
7,Animal,African Elephant,2,African Elephant,"Asian Elephant, African Elephant, Giraffe",informed,3,"Possesses a highly developed brain, showcasing exceptional memory and empathy.",10,NO,
